id,subject,predicted_json,validation_score,validation_evaluation,classification_cost,evaluation_cost,run_id,classification_model,evaluation_model
57,Loyalty points inquiry,"{""purpose"": ""Loyalty Programs"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Low"", ""required_tools"": [""loyalty program database""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Loyalty Programs', the sentiment is 'Neutral', and the complexity level is 'Low', all of which align with the content of the email. The agent type, priority level, required tools, customer status, preferred language, and SSR requests are also appropriately classified. No discrepancies were found.",0.00038474999999999995,0.00042615,0,gpt-4o-mini,gpt-4o-mini
33,How many points do I need for a free stay?,"{""purpose"": ""Loyalty Programs"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Low"", ""required_tools"": [""FAQ database""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Loyalty Programs', the sentiment is 'Neutral', and the complexity level is 'Low', all of which align with the content of the email. The agent type, priority level, required tools, customer status, preferred language, and SSR requests are also appropriately classified. No discrepancies were found.",0.00038519999999999993,0.00042772499999999995,0,gpt-4o-mini,gpt-4o-mini
16,Baggage Allowance Inquiry,"{""purpose"": ""Baggage Information"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Baggage Information' inquiry, which is correct. The sentiment is appropriately labeled as 'Neutral', and the complexity level is correctly identified as 'Low'. The agent type 'Junior' is suitable for this request, and the priority level is reasonably set to 'Medium' given the upcoming flight date. The required tools include 'FAQ database', which is appropriate for handling baggage inquiries. However, the customer status is marked as 'Unknown', which could be improved if the system had more context about the sender. Overall, the output is very accurate with only minor room for improvement regarding customer status.",0.00038497499999999997,0.0004569,0,gpt-4o-mini,gpt-4o-mini
45,Loyalty Points Query,"{""purpose"": ""Loyalty Programs"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""Loyalty Program Database""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Loyalty Programs', the sentiment is 'Neutral', and the complexity level is 'Low', all of which align with the customer's inquiry about loyalty points. The agent type is appropriately classified as 'Junior', the priority level as 'Medium', and the required tools as 'Loyalty Program Database', which is suitable for handling loyalty inquiries. The customer status is correctly identified as 'Customer', and the preferred language is 'English', matching the email content. There are no discrepancies or areas for improvement.",0.0003869999999999999,0.00045299999999999995,0,gpt-4o-mini,gpt-4o-mini
46,Feedback on Recent Stay,"{""purpose"": ""Feedback or Complaints"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database"", ""customer feedback system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",8,"The output accurately captures the purpose as 'Feedback or Complaints' and the sentiment as 'Negative', which aligns with the email content. The complexity level is marked as 'Medium', which is appropriate given the nature of the complaint. The agent type 'Senior' is suitable for handling such feedback. However, the required tools include 'FAQ database', which may not be the most relevant for addressing a cleanliness complaint; 'Customer Service System' or 'Feedback Management System' would be more appropriate. The customer status and preferred language are correctly identified. Overall, the output is mostly correct with only minor issues in the required tools.",0.000387075,0.000453525,0,gpt-4o-mini,gpt-4o-mini
17,Missed Flight Assistance,"{""purpose"": ""Unexpected Issues"", ""sentiment"": ""Negative"", ""complexity_level"": ""High"", ""agent_type"": ""Expert"", ""priority_level"": ""High"", ""required_tools"": [""GDS overlay"", ""booking system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose 'Unexpected Issues' correctly identifies the situation of a missed flight, the sentiment 'Negative' aligns with the customer's experience, and the complexity level 'High' is appropriate given the need for rebooking. The agent type 'Expert' is suitable for handling such issues, and the priority level 'High' is justified due to the urgency of rebooking. The required tools listed are appropriate for the request, and the customer status and preferred language are correctly identified. Overall, the output is comprehensive and precise.",0.000385875,0.00044887499999999995,0,gpt-4o-mini,gpt-4o-mini
71,Lost Item Retrieval,"{""purpose"": ""Lost and Found Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""Lost and Found Database"", ""Customer Service System""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Lost and Found Request' and reflects a neutral sentiment. The complexity level is correctly identified as 'Low', and the agent type as 'Junior' is appropriate for this request. The priority level is marked as 'Medium', which is reasonable given the nature of the inquiry. The required tools listed are suitable for handling lost item requests. However, the customer status is marked as 'Unknown', which could be improved by confirming if the sender is a customer based on the reference number provided. Overall, the output is very accurate with only a minor area for improvement.",0.00038895,0.00045404999999999995,0,gpt-4o-mini,gpt-4o-mini
64,Baggage Allowance Query,"{""purpose"": ""Baggage Information"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Low"", ""required_tools"": [""FAQ database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Baggage Information' request, which is correct. The sentiment is appropriately labeled as 'Neutral', and the complexity is correctly identified as 'Low'. The agent type 'Junior' and priority level 'Low' are also suitable for this request. However, the 'required_tools' field lists 'FAQ database', which is not one of the predefined tools; a more appropriate tool could be 'Knowledge Base'. The customer status is marked as 'Unknown', which is acceptable given the lack of prior context. Overall, the output is very close to perfect, with only a minor issue in the required tools field.",0.00038227499999999995,0.00045599999999999997,0,gpt-4o-mini,gpt-4o-mini
60,Group Booking Inquiry,"{""purpose"": ""Group Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Group Request' and reflects a neutral sentiment. The complexity level is appropriately classified as 'Medium' given the request for multiple rooms. The agent type 'Senior' is suitable for handling group bookings, and the priority level is correctly marked as 'Medium'. The required tools listed are appropriate for the request. However, the customer status is marked as 'Unknown', which could be improved if there was any indication of prior interaction. Overall, the output is very accurate with only minor room for improvement.",0.000385875,0.00044467499999999995,0,gpt-4o-mini,gpt-4o-mini
44,Adding Travel Insurance,"{""purpose"": ""Travel Insurance Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""Unknown"", ""ssr_requests"": []}",9,"The output accurately captures the purpose as 'Travel Insurance Request', which aligns with the email's intent. The sentiment is correctly identified as 'Neutral', and the complexity level is appropriately marked as 'Low'. The agent type 'Junior' is suitable for this request, and the priority level is correctly set to 'Medium' given the context. The required tools listed ('GDS overlay', 'invoice system') are appropriate for adding travel insurance. The customer status is correctly identified as 'Customer'. However, the preferred language is marked as 'Unknown', which could be improved by reflecting the language used in the email (English). The SSR requests field is correctly left empty as there are no special service requests mentioned. Overall, the output is very accurate with only a minor issue regarding the preferred language.",0.00038467499999999996,0.00047129999999999996,0,gpt-4o-mini,gpt-4o-mini
