id,subject,predicted_json,validation_score,validation_evaluation,classification_cost,evaluation_cost,run_id,classification_model,evaluation_model
174,Refund Request: Booking #7890,"{""purpose"": ""Refund Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""High"", ""required_tools"": [""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as a 'Refund Request', the sentiment is appropriately labeled as 'Negative', and the complexity level is classified as 'Low'. The agent type is suitable as 'Junior', and the priority level is correctly marked as 'High' due to the urgency expressed in the email. The required tools, customer status, preferred language, and SSR requests are all accurately represented. Overall, the output is complete and aligns perfectly with the email content.",0.000257325,0.0004406999999999999,0,gpt-4o-mini,gpt-4o-mini
53,Missed Flight Connection Help,"{""purpose"": ""Unexpected Issues"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""High"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as an 'Unexpected Issues' request, reflecting the urgency of the situation. The sentiment is correctly identified as 'Negative' due to the customer's distress over missing a flight. The complexity level is appropriately marked as 'Medium', considering the need for rebooking and potential accommodation. The agent type 'Senior' is suitable for handling such urgent matters. The priority level is rightly classified as 'High'. The required tools listed are appropriate for the situation. However, the customer status is marked as 'Unknown', which could be improved if the system had access to the customer's history. Overall, the output is very accurate with only minor room for improvement regarding customer status.",0.000269325,0.000470625,0,gpt-4o-mini,gpt-4o-mini
248,Travel Insurance Inquiry,"{""purpose"": ""Travel Insurance Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database"", ""insurance policy details""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",8,"The output is mostly correct, but the 'purpose' field should be 'Travel Insurance Request' instead of 'Travel Insurance Inquiry' to match the predefined categories. The sentiment, complexity level, agent type, priority level, required tools, customer status, preferred language, and SSR requests are accurately represented.",0.000262725,0.00041624999999999995,0,gpt-4o-mini,gpt-4o-mini
23,Lost Item Found,"{""purpose"": ""Lost and Found Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""Lost and Found database"", ""Customer service system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Lost and Found Request' and reflects a neutral sentiment. The complexity level is correctly identified as 'Low', and the agent type as 'Junior' is appropriate for this straightforward request. The priority level is marked as 'Medium', which is reasonable given the personal significance of the lost item. The required tools listed are suitable for handling such requests. However, the customer status is marked as 'Unknown', which could be improved if there was any indication of the customer's previous interactions. Overall, the output is very accurate with only minor room for improvement.",0.00026362499999999997,0.000452025,0,gpt-4o-mini,gpt-4o-mini
220,Subject: Baggage Allowance Confirmation,"{""purpose"": ""Baggage Information"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",8,"The output is mostly correct, but there are minor issues. The 'required_tools' field lists 'FAQ database', which may not be the most appropriate tool for confirming baggage allowance and fees; a 'Knowledge Base' or 'GDS Overlay' might be more suitable. The 'customer_status' is marked as 'Unknown', which could be improved if there is any indication of the customer's previous interactions. Overall, the intent and sentiment are accurately captured.",0.00026235,0.00043537500000000005,0,gpt-4o-mini,gpt-4o-mini
48,Re: Group Booking Inquiry,"{""purpose"": ""Group Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""FAQ database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": [""dietary requirements""]}",9,"The output accurately captures the intent of the email as a 'Group Request' and identifies the sentiment as 'Neutral', which is appropriate given the inquiry nature. The complexity level is correctly assessed as 'Medium' due to the multiple questions and potential modifications. The agent type 'Junior' is suitable for handling such inquiries. The priority level is also correctly marked as 'Medium'. The required tools include 'GDS overlay', which is relevant, but 'FAQ database' could be more specific to group bookings. The customer status is marked as 'Unknown', which is acceptable given the lack of prior context. The preferred language is correctly identified as 'English', and the SSR request for 'dietary requirements' is accurately noted. Overall, the output is very close to perfect with only a minor suggestion regarding the specificity of required tools.",0.00027239999999999995,0.00048719999999999997,0,gpt-4o-mini,gpt-4o-mini
130,Subject: Feedback on Recent Trip,"{""purpose"": ""Feedback or Complaints"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",8,"The output is mostly correct, accurately identifying the purpose as 'Feedback or Complaints' and the sentiment as 'Negative'. However, the complexity level is rated as 'Medium', which may be slightly high given that the feedback does not indicate a complex issue. The required tools include 'FAQ database', which may not be the most appropriate tool for discussing feedback. A more suitable tool could be a 'Feedback System' or 'Customer Service System'. Overall, the output is strong but could be improved in these areas.",0.000261225,0.00044144999999999997,0,gpt-4o-mini,gpt-4o-mini
122,Subject: Immediate Cancellation Due to Health,"{""purpose"": ""Cancellation Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""High"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Cancellation Request' and reflects the negative sentiment due to the medical emergency. The complexity level is appropriately marked as 'Medium' given the situation, and the priority level is correctly identified as 'High' due to the urgency of the cancellation. The required tools are suitable for processing the cancellation request. However, the customer status is marked as 'Unknown,' which could be improved if there was any indication of the customer's previous interactions. Overall, the output is very accurate with only minor room for improvement.",0.000263025,0.00044692500000000003,0,gpt-4o-mini,gpt-4o-mini
110,URGENT: Cancellation Request,"{""purpose"": ""Cancellation Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Junior"", ""priority_level"": ""High"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the purpose as 'Cancellation Request', which aligns with the email's intent. The sentiment is correctly identified as 'Negative' due to the mention of a family emergency. The complexity level is marked as 'Medium', which is appropriate given the context of cancellation and potential fees. The agent type 'Junior' is suitable for handling such requests. The priority level is 'High', reflecting the urgency expressed in the email. The required tools listed are appropriate for processing a cancellation. However, the customer status is marked as 'Unknown', which could be improved if the system had access to customer records. Overall, the output is very accurate with only minor room for improvement regarding customer status.",0.00026437499999999996,0.00046507499999999996,0,gpt-4o-mini,gpt-4o-mini
150,Refund request,"{""purpose"": ""Refund Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""invoice system"", ""customer support database""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Refund Request', the sentiment is appropriately labeled as 'Negative', and the complexity level is correctly assessed as 'Low'. The agent type is suitable as 'Junior', and the priority level is rightly marked as 'Medium' given the context of a refund request. The required tools listed are appropriate for handling the request, and the customer status is correctly identified as 'Customer'. The preferred language matches the email content, and there are no special service requests. Overall, the output is complete and accurate.",0.000263925,0.000453825,0,gpt-4o-mini,gpt-4o-mini
