id,subject,predicted_json,validation_score,validation_evaluation,classification_cost,evaluation_cost,run_id,classification_model,evaluation_model
24,Planning a Group Getaway,"{""purpose"": ""Group Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""FAQ database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Group Request' and reflects a neutral sentiment. The complexity is correctly assessed as 'Medium' due to the planning stage and the number of people involved. The agent type 'Senior' is appropriate for handling group inquiries, and the priority level is rightly marked as 'Medium'. The required tools include 'GDS overlay', which is suitable for group bookings, but 'FAQ database' could be more specific to group accommodations. The customer status is marked as 'Unknown', which is acceptable given the lack of prior context. The preferred language is correctly identified as 'English'. Overall, the output is very accurate with only minor room for improvement in the required tools field.",0.00039577499999999996,0.00047437499999999997,0,gpt-4o-mini,gpt-4o-mini
104,Travel Insurance Coverage,"{""purpose"": ""Travel Insurance Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database"", ""insurance policy database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",8,"The output is mostly correct, but the 'purpose' field should be 'Travel Insurance Request' instead of 'Travel Insurance Coverage' to align with the predefined categories. The sentiment, complexity level, agent type, priority level, required tools, customer status, preferred language, and SSR requests are all accurately represented.",0.0003849,0.000414525,0,gpt-4o-mini,gpt-4o-mini
44,Travel Insurance Coverage Details,"{""purpose"": ""Travel Insurance Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database"", ""insurance policy details""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",8,"The output is mostly correct, but the 'purpose' field should be 'Travel Insurance Request' instead of 'Travel Insurance Request' as it does not match the predefined categories. The sentiment, complexity level, agent type, priority level, required tools, customer status, preferred language, and SSR requests are all accurate. The only minor issue is the purpose classification, which could be more aligned with the predefined categories.",0.0003894,0.000431025,0,gpt-4o-mini,gpt-4o-mini
50,Urgent Cancellation Request,"{""purpose"": ""Cancellation Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""High"", ""agent_type"": ""Expert"", ""priority_level"": ""High"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as a 'Cancellation Request', the sentiment is appropriately labeled as 'Negative', and the complexity is marked as 'High' due to the urgency and potential penalties involved. The agent type is correctly classified as 'Expert', and the priority level is rightly set to 'High'. The required tools are suitable for processing a cancellation request, and the customer status is marked as 'Unknown', which is acceptable given the email context. The preferred language is also correctly identified as 'English'. Overall, the output is comprehensive and aligns perfectly with the email input.",0.00039352499999999993,0.000463125,0,gpt-4o-mini,gpt-4o-mini
90,Refund Request for Canceled Trip,"{""purpose"": ""Refund Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""invoice system"", ""GDS overlay""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Refund Request', which is correct. The sentiment is labeled as 'Neutral', which fits the tone of the email. The complexity level is marked as 'Medium', which is appropriate given the need for documentation. The agent type 'Senior' is suitable for handling refund requests. The priority level is 'Medium', which aligns with the context of a refund request. The required tools, 'invoice system' and 'GDS overlay', are appropriate for processing refunds. However, the customer status is marked as 'Unknown', which could be improved if the system had access to customer data. Overall, the output is very accurate with only a minor issue regarding customer status.",0.00038947499999999997,0.000468075,0,gpt-4o-mini,gpt-4o-mini
76,Question about baggage policy,"{""purpose"": ""Baggage Information"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",8,"The output is mostly correct, but there is a minor issue with the 'required_tools' field. The email specifically inquires about baggage dimensions and fees for sporting equipment, which may require access to a more comprehensive tool like a 'GDS Overlay' or 'Knowledge Base' rather than just an 'FAQ database'. The other fields accurately reflect the intent, sentiment, and details of the email.",0.00038362499999999996,0.00042495,0,gpt-4o-mini,gpt-4o-mini
62,Urgent: Cancel My Booking Due to Storm,"{""purpose"": ""Cancellation Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""High"", ""agent_type"": ""Expert"", ""priority_level"": ""High"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Cancellation Request' and reflects the negative sentiment due to the urgency of the situation. The complexity level is correctly identified as 'High' given the urgency and the request for a refund. The agent type 'Expert' is appropriate for handling such requests. The priority level is rightly marked as 'High' due to the urgency of the cancellation. The required tools are suitable for processing the cancellation and refund. However, the customer status is marked as 'Unknown', which could be improved if the system had information about the customer. Overall, the output is very accurate with only a minor issue regarding customer status.",0.00039397499999999997,0.00046537499999999997,0,gpt-4o-mini,gpt-4o-mini
248,Travel Insurance Inquiry,"{""purpose"": ""Travel Insurance Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database"", ""insurance policy details""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",8,"The output is mostly correct, but the 'purpose' field should be 'Travel Insurance Request' instead of 'Travel Insurance Inquiry' to match the predefined categories. The sentiment, complexity level, agent type, priority level, required tools, customer status, preferred language, and SSR requests are all accurately represented.",0.00038782499999999995,0.00041684999999999997,0,gpt-4o-mini,gpt-4o-mini
2,Urgent Cancellation - Storm Warning,"{""purpose"": ""Cancellation Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""High"", ""agent_type"": ""Expert"", ""priority_level"": ""High"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as a 'Cancellation Request', the sentiment is appropriately labeled as 'Negative', and the complexity is marked as 'High' due to the urgency and uncertainty regarding the reservation details. The agent type is correctly classified as 'Expert', and the priority level is rightly set to 'High' given the storm warning. The required tools are suitable for processing the cancellation, and the customer status is marked as 'Unknown', which is appropriate since the sender's status is not specified. The preferred language is correctly identified as 'English'. All fields match the predefined labels perfectly.",0.00038812499999999996,0.000459525,0,gpt-4o-mini,gpt-4o-mini
166,Disappointing Hotel Experience,"{""purpose"": ""Feedback or Complaints"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""customer service database""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Feedback or Complaints', the sentiment is appropriately labeled as 'Negative', and the complexity level is assessed as 'Medium', which aligns with the issues raised. The agent type 'Senior' is suitable given the nature of the complaint, and the priority level is correctly marked as 'Medium'. The required tools are appropriate for handling the situation, and the customer status and preferred language are accurately noted. Overall, the output is comprehensive and aligns perfectly with the email content.",0.00039105,0.0004511249999999999,0,gpt-4o-mini,gpt-4o-mini
