id,subject,predicted_json,validation_score,validation_evaluation,classification_cost,evaluation_cost,run_id,classification_model,evaluation_model
0,Booking request for a group of 15,"{""purpose"": ""Group Request"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Medium"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Group Request' and reflects a 'Neutral' sentiment. The complexity is correctly assessed as 'Medium' due to the need for multiple bookings and additional inquiries. The agent type 'Junior' is appropriate for handling this request, and the priority level is rightly marked as 'Medium'. The required tools listed are suitable for processing the booking request. However, the customer status is marked as 'Unknown', which could be improved if there was any indication of prior interaction. Overall, the output is very accurate with only minor room for improvement.",0.00026325,0.00045135,0,gpt-4o-mini,gpt-4o-mini
9,Checking my loyalty points,"{""purpose"": ""Loyalty Programs"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Loyalty Programs', the sentiment is 'Neutral', and the complexity level is 'Low', all of which align with the content of the email. The agent type is appropriately classified as 'Junior', and the priority level is 'Medium', which is suitable given the nature of the inquiry. The required tools, customer status, preferred language, and SSR requests are also correctly identified. Overall, the output is complete and matches the email input perfectly.",0.00025965,0.0004452749999999999,0,gpt-4o-mini,gpt-4o-mini
38,Cancel My Flight #A4567,"{""purpose"": ""Cancellation Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""High"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Cancellation Request' and reflects the negative sentiment due to the need to cancel a flight. The complexity level is correctly identified as 'Low', and the agent type as 'Junior' is appropriate for handling such requests. The priority level is rightly marked as 'High' given the urgency of the cancellation. The required tools listed are suitable for processing the cancellation and refund. However, the customer status is marked as 'Unknown', which could be improved if the system had access to the customer's history. Overall, the output is very accurate with only a minor issue regarding customer status.",0.00026257499999999997,0.000455475,0,gpt-4o-mini,gpt-4o-mini
34,The room was not cleaned properly during my stay,"{""purpose"": ""Feedback or Complaints"", ""sentiment"": ""Negative"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database"", ""Customer service system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a complaint about room cleanliness, reflected in the 'purpose' and 'sentiment' fields. The complexity level is appropriately classified as 'Low' given the straightforward nature of the complaint. The agent type 'Junior' is suitable for handling such issues, and the priority level 'Medium' is reasonable considering the customer's request for resolution. However, the 'required_tools' could be improved; 'Customer service system' is appropriate, but 'FAQ database' may not be directly relevant to resolving a complaint. Overall, the output is very accurate with only minor room for improvement.",0.000262875,0.000454425,0,gpt-4o-mini,gpt-4o-mini
77,Missed Flight Help Needed,"{""purpose"": ""Change Request"", ""sentiment"": ""Negative"", ""complexity_level"": ""Medium"", ""agent_type"": ""Senior"", ""priority_level"": ""High"", ""required_tools"": [""GDS overlay"", ""invoice system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Change Request' due to the missed flight, which is correct. The sentiment is appropriately labeled as 'Negative' given the customer's distress. The complexity level is marked as 'Medium', which fits the situation of rebooking a flight. The agent type 'Senior' is suitable for handling such requests. The priority level is correctly identified as 'High' due to the urgency of rebooking. The required tools listed are appropriate for the task. The customer status is correctly identified as 'Customer', and the preferred language is accurately noted as 'English'. The only minor issue is the absence of any SSR requests, but this is not a significant error given the context. Overall, the output is very accurate.",0.00026347499999999994,0.000471975,0,gpt-4o-mini,gpt-4o-mini
91,Family Package Discounts Inquiry,"{""purpose"": ""Pricing and Promotional Offers"", ""sentiment"": ""Positive"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",8,"The output is mostly correct, accurately identifying the purpose as 'Pricing and Promotional Offers' and the sentiment as 'Positive'. However, the complexity level is rated as 'Low', which may not fully capture the context of planning a family vacation with specific inquiries about discounts for a group of 5. The required tools listed as 'FAQ database' may not be the most appropriate; a more relevant tool could be a 'Promotions System' or 'Booking System'. The customer status is marked as 'Unknown', which is acceptable given the lack of prior context, but could be improved if more information about the customer was available.",0.000260775,0.0004542,0,gpt-4o-mini,gpt-4o-mini
28,Can I bring a musical instrument as carry-on?,"{""purpose"": ""Baggage Information"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as 'Baggage Information', which is correct given the inquiry about carrying a musical instrument. The sentiment is appropriately labeled as 'Neutral', reflecting the tone of the email. The complexity level is correctly identified as 'Low', as the request is straightforward. The agent type 'Junior' is suitable for this type of inquiry. The priority level is marked as 'Medium', which is reasonable given the upcoming travel date. The required tools include 'FAQ database', which is appropriate for answering general baggage questions. The customer status is marked as 'Unknown', which is acceptable since the email does not provide prior customer information. The preferred language is correctly identified as 'English'. However, the SSR requests field is empty, which is appropriate since there are no special service requests mentioned in the email. Overall, the output is nearly perfect with only minor considerations for the priority level, which could be seen as slightly low given the travel date is approaching.",0.000260325,0.00049695,0,gpt-4o-mini,gpt-4o-mini
135,Baggage Allowance Inquiry,"{""purpose"": ""Baggage Information"", ""sentiment"": ""Neutral"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database""], ""customer_status"": ""Unknown"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a 'Baggage Information' inquiry, which is correct. The sentiment is appropriately labeled as 'Neutral', and the complexity level is correctly identified as 'Low'. The agent type 'Junior' is suitable for this request, and the priority level is reasonably set to 'Medium' given the specific inquiry about baggage allowance. The required tools include 'FAQ database', which is appropriate for this type of question. However, the customer status is marked as 'Unknown', which could be improved if there was any indication of whether Susan is a customer or not. Overall, the output is very accurate with only a minor issue regarding customer status.",0.000259425,0.00046004999999999993,0,gpt-4o-mini,gpt-4o-mini
15,Special Request for Meal,"{""purpose"": ""Special Requests"", ""sentiment"": ""Positive"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": [""gluten-free meal option""]}",10,"The output accurately reflects the intent, sentiment, and details of the email. The purpose is correctly identified as 'Special Requests', the sentiment is 'Positive', and the complexity level is 'Low', all of which align with the content of the email. The agent type is appropriately classified as 'Junior', and the priority level is 'Medium', which is suitable given the nature of the request. The required tools field is empty, which is acceptable for this type of request. The customer status is correctly identified as 'Customer', the preferred language is 'English', and the special service request for a gluten-free meal option is accurately captured. Overall, the output is complete and precise.",0.00026092499999999996,0.000460575,0,gpt-4o-mini,gpt-4o-mini
82,Complaint About Room Cleanliness,"{""purpose"": ""Feedback or Complaints"", ""sentiment"": ""Negative"", ""complexity_level"": ""Low"", ""agent_type"": ""Junior"", ""priority_level"": ""Medium"", ""required_tools"": [""FAQ database"", ""Customer service system""], ""customer_status"": ""Customer"", ""preferred_language"": ""English"", ""ssr_requests"": []}",9,"The output accurately captures the intent of the email as a complaint about room cleanliness, reflected in the 'purpose' field. The sentiment is correctly identified as 'Negative', and the complexity level is appropriately classified as 'Low'. The agent type 'Junior' is suitable for handling this type of complaint, and the priority level is set to 'Medium', which is reasonable given the nature of the issue. The required tools listed, while not standard for this type of complaint, do not detract significantly from the overall accuracy. The customer status is correctly identified as 'Customer', and the preferred language is 'English', matching the email content. The SSR requests field is correctly left empty as there are no specific requests mentioned. Overall, the output is very close to perfect, with only minor issues regarding the required tools.",0.0002649,0.00047865,0,gpt-4o-mini,gpt-4o-mini
